gene_id,ensembl_gene_id,hgnc_symbol,chromosome_name,start_position,end_position
105,ENSG00000006007,GDE1,16,19513015,19533467
106,ENSG00000006015,C19orf60,19,18699495,18703146
107,ENSG00000006016,CRLF1,19,18683030,18718551
108,ENSG00000006025,OSBPL7,17,45884738,45899200
109,ENSG00000006042,TMEM98,17,31254928,31272124
110,ENSG00000006047,YBX2,17,7191571,7197934
111,ENSG00000006059,KRT33A,17,39502344,39507064
112,ENSG00000006062,MAP3K14,17,43340488,43394414
113,ENSG00000006071,ABCC8,11,17414432,17498449
114,ENSG00000006074,CCL18,17,34391640,34399392
115,ENSG00000006075,CCL3,17,34415602,34417515
116,ENSG00000006114,SYNRG,17,35874900,35969544
117,ENSG00000006116,CACNG3,16,24266874,24374122
118,ENSG00000006118,TMEM132A,11,60691935,60704631
119,ENSG00000006125,AP2B1,17,33905065,34053436
120,ENSG00000006128,TAC1,7,97361220,97369784
121,ENSG00000006194,ZNF263,16,3313743,3351401
122,ENSG00000006210,CX3CL1,16,57406370,57418960
123,ENSG00000006282,SPATA20,17,48620419,48633213
124,ENSG00000006283,CACNA1G,17,48638429,48704835
125,ENSG00000006327,TNFRSF12A,16,3068446,3072384
126,ENSG00000006377,DLX6,7,96634860,96640351
127,ENSG00000006432,MAP3K9,14,71189243,71276251
128,ENSG00000006451,RALA,7,39663082,39747723
129,ENSG00000006453,BAIAP2L1,7,97920963,98030380
130,ENSG00000006459,KDM7A,7,139784546,139876835
131,ENSG00000006468,ETV1,7,13930853,14031050
132,ENSG00000006530,AGK,7,141250989,141355044
133,ENSG00000006534,ALDH3B1,11,67776048,67796744
134,ENSG00000006555,TTC22,1,55245385,55266940
135,ENSG00000006576,PHTF2,7,77428122,77586818
136,ENSG00000006606,CCL26,7,75398851,75419214
137,ENSG00000006607,FARP2,2,242295658,242434256
138,ENSG00000006611,USH1C,11,17515442,17565963
139,ENSG00000006625,GGCT,7,30536237,30591095
140,ENSG00000006634,DBF4,7,87505531,87538856
141,ENSG00000006638,TBXA2R,19,3594504,3606838
142,ENSG00000006652,IFRD1,7,112063023,112121072
143,ENSG00000006659,LGALS14,19,40194946,40200084
144,ENSG00000006695,COX10,17,13972813,14111994
145,ENSG00000006704,GTF2IRD1,7,73868120,74016931
146,ENSG00000006712,PAF1,19,39876492,39881835
147,ENSG00000006715,VPS41,7,38762563,38971994
148,ENSG00000006740,ARHGAP44,17,12692856,12894960
149,ENSG00000006744,ELAC2,17,12895708,12921504
150,ENSG00000006747,SCIN,7,12610203,12693228
151,ENSG00000006788,MYH13,17,10201401,10276447
152,ENSG00000006831,ADIPOR2,12,1797740,1897844
153,ENSG00000006837,CDKL3,5,133541305,133706738
154,ENSG00000007001,UPP2,2,158733214,158992666
155,ENSG00000007038,PRSS21,16,2867164,2876305
156,ENSG00000007047,MARK4,19,45582546,45808541
157,ENSG00000007062,PROM1,4,15964699,16086001
158,ENSG00000007080,CCDC124,19,18043825,18054800
159,ENSG00000007129,CEACAM21,19,42055886,42093197
160,ENSG00000007168,PAFAH1B1,17,2496504,2588909
161,ENSG00000007171,NOS2,17,26083792,26127525
162,ENSG00000007174,DNAH9,17,11501748,11873065
163,ENSG00000007202,KIAA0100,17,26941458,26972472
164,ENSG00000007216,SLC13A2,17,26800311,26824799
165,ENSG00000007237,GAS7,17,9813926,10101868
166,ENSG00000007255,TRAPPC6A,19,45666186,45681495
167,ENSG00000007264,MATK,19,3777971,3802127
168,ENSG00000007306,CEACAM7,19,42177235,42210895
169,ENSG00000007312,CD79B,17,62006100,62009714
170,ENSG00000007314,SCN4A,17,62015914,62050278
171,ENSG00000007341,ST7L,1,113066140,113163447
172,ENSG00000007372,PAX6,11,31806340,31839509
173,ENSG00000007376,RPUSD1,16,834974,838397
174,ENSG00000007384,RHBDF1,16,108058,126354
175,ENSG00000007392,LUC7L,16,238968,279462
176,ENSG00000007402,CACNA2D2,3,50400233,50541675
177,ENSG00000007516,BAIAP3,16,1383602,1399439
178,ENSG00000007520,TSR3,16,1399241,1401912
179,ENSG00000007541,PIGQ,16,616995,634136
180,ENSG00000007545,CRAMP1L,16,1662326,1727909
181,ENSG00000007866,TEAD3,6,35441374,35464853
182,ENSG00000007908,SELE,1,169691781,169733846
183,ENSG00000007923,DNAJC11,1,6694228,6761984
184,ENSG00000007933,FMO3,1,171060018,171086959
185,ENSG00000007944,MYLIP,6,16129356,16148479
186,ENSG00000007968,E2F2,1,23832922,23857712
187,ENSG00000008018,PSMB1,6,170844205,170862429
188,ENSG00000008083,JARID2,6,15246527,15522252
189,ENSG00000008118,CAMK1G,1,209757062,209787283
190,ENSG00000008128,CDK11A,1,1634169,1655766
191,ENSG00000008130,NADK,1,1682671,1711896
192,ENSG00000008196,TFAP2B,6,50786436,50815326
193,ENSG00000008197,TFAP2D,6,50681541,50740701
194,ENSG00000008226,DLEC1,3,38080696,38165516
195,ENSG00000008256,CYTH3,7,6201407,6312275
196,ENSG00000008277,ADAM22,7,87563458,87832204
197,ENSG00000008282,SYPL1,7,105730949,105753022
198,ENSG00000008283,CYB561,17,61509665,61523739
199,ENSG00000008294,SPAG9,17,49039535,49198226
200,ENSG00000008300,CELSR3,3,48673902,48700348
201,ENSG00000008311,AASS,7,121715701,121784334
202,ENSG00000008323,PLEKHG6,12,6419602,6437672
203,ENSG00000008324,SS18L2,3,42623332,42636606
204,ENSG00000008382,MPND,19,4343524,4360083
205,ENSG00000008394,MGST1,12,16500076,16762193
206,ENSG00000008405,CRY1,12,107385142,107487607
207,ENSG00000008438,PGLYRP1,19,46522411,46526323
208,ENSG00000008441,NFIX,19,13106422,13209610
209,ENSG00000008513,ST3GAL1,8,134467091,134584183
210,ENSG00000008516,MMP25,16,3096682,3110727
211,ENSG00000008517,IL32,16,3115298,3131908
212,ENSG00000008710,PKD1,16,2138711,2185899
213,ENSG00000008735,MAPK8IP2,22,51039114,51052409
214,ENSG00000008838,MED24,17,38175350,38217468
215,ENSG00000008853,RHOBTB2,8,22844930,22877712
216,ENSG00000008869,HEATR5B,2,37195526,37311485
217,ENSG00000008952,SEC62,3,169684423,169716161
218,ENSG00000008988,RPS20,8,56979854,56987069
219,ENSG00000009307,CSDE1,1,115259534,115301297
220,ENSG00000009335,UBE3C,7,156931607,157062066
221,ENSG00000009413,REV3L,6,111620234,111804918
222,ENSG00000009709,PAX7,1,18957500,19075360
223,ENSG00000009724,MASP2,1,11086580,11107290
224,ENSG00000009765,IYD,6,150690028,150727105
225,ENSG00000009780,FAM76A,1,28052490,28089633
226,ENSG00000009790,TRAF3IP3,1,209929377,209955668
227,ENSG00000009830,POMT2,14,77741299,77787227
228,ENSG00000009844,VTA1,6,142468367,142545826
229,ENSG00000009950,MLXIPL,7,73007524,73038873
230,ENSG00000009954,BAZ1B,7,72854728,72936608
231,ENSG00000010017,RANBP9,6,13621730,13711796
232,ENSG00000010030,ETV7,6,36322419,36356164
233,ENSG00000010072,SPRTN,1,231472850,231490769
234,ENSG00000010165,METTL13,1,171750788,171783163
235,ENSG00000010219,DYRK4,12,4671370,4723325
236,ENSG00000010244,ZNF207,17,30677136,30708905
237,ENSG00000010256,UQCRC1,3,48636435,48648409
238,ENSG00000010270,STARD3NL,7,38217824,38270272
239,ENSG00000010278,CD9,12,6308881,6347425
240,ENSG00000010282,HHATL,3,42734155,42744319
241,ENSG00000010292,NCAPD2,12,6602522,6641121
242,ENSG00000010295,IFFO1,12,6647541,6665239
243,ENSG00000010310,GIPR,19,46171502,46186982
244,ENSG00000010318,PHF7,3,52444673,52457657
245,ENSG00000010319,SEMA3G,3,52467069,52479101
246,ENSG00000010322,NISCH,3,52489134,52527087
247,ENSG00000010327,STAB1,3,52529354,52558511
248,ENSG00000010361,FUZ,19,50310126,50320633
249,ENSG00000010379,SLC6A13,12,329789,372039
250,ENSG00000010438,PRSS3,9,33750515,33799230
251,ENSG00000010539,ZNF200,16,3272325,3286221
252,ENSG00000010610,CD4,12,6896024,6929974
253,ENSG00000010626,LRRC23,12,6982733,7023407
254,ENSG00000010704,HFE,6,26087509,26098571
255,ENSG00000010803,SCMH1,1,41492872,41707826
256,ENSG00000010810,FYN,6,111981535,112194655
257,ENSG00000010818,HIVEP2,6,143072604,143266338
258,ENSG00000010932,FMO1,1,171217638,171255117
259,ENSG00000011007,TCEB3,1,24069645,24088549
260,ENSG00000011009,LYPLA2,1,24117460,24122029
261,ENSG00000011021,CLCN6,1,11866207,11903201
262,ENSG00000011028,MRC2,17,60704762,60770958
263,ENSG00000011083,SLC6A7,5,149569520,149602351
264,ENSG00000011105,TSPAN9,12,3186521,3395730
265,ENSG00000011114,BTBD7,14,93703896,93799438
266,ENSG00000011132,APBA3,19,3750817,3761697
267,ENSG00000011143,MKS1,17,56282803,56296966
268,ENSG00000011198,ABHD5,3,43731605,43775863
269,ENSG00000011243,AKAP8L,19,15490859,15529952
270,ENSG00000011258,MBTD1,17,49254786,49337524
271,ENSG00000011260,UTP18,17,49337889,49375297
272,ENSG00000011275,RNF216,7,5659678,5821370
273,ENSG00000011295,TTC19,17,15902694,15948329
274,ENSG00000011304,PTBP1,19,797075,812327
275,ENSG00000011332,DPF1,19,38701646,38720354
276,ENSG00000011347,SYT7,11,61282785,61348620
277,ENSG00000011376,LARS2,3,45429998,45590913
278,ENSG00000011405,PIK3C2A,11,17099277,17229530
279,ENSG00000011422,PLAUR,19,44150247,44174699
280,ENSG00000011426,ANLN,7,36429415,36493400
281,ENSG00000011451,WIZ,19,15532319,15560762
282,ENSG00000011454,RABGAP1,9,125703112,125867145
283,ENSG00000011465,DCN,12,91539025,91576900
284,ENSG00000011478,QPCTL,19,46195741,46207247
285,ENSG00000011485,PPP5C,19,46850251,46896238
286,ENSG00000011523,CEP68,2,65283500,65314138
287,ENSG00000011566,MAP4K3,2,39476407,39664453
288,ENSG00000011590,ZBTB32,19,36195429,36207940
289,ENSG00000011600,TYROBP,19,36395303,36399197
290,ENSG00000011638,TMEM159,16,21169698,21191937
291,ENSG00000012048,BRCA1,17,41196312,41277500
292,ENSG00000012061,ERCC1,19,45910591,45982086
293,ENSG00000012124,CD22,19,35810164,35838258
294,ENSG00000012171,SEMA3B,3,50304990,50314977
295,ENSG00000012223,LTF,3,46477136,46526724
296,ENSG00000012232,EXTL3,8,28457986,28613116
297,ENSG00000012504,NR1H4,12,100867486,100958191
298,ENSG00000012660,ELOVL5,6,53132196,53213947
299,ENSG00000012779,ALOX5,10,45869661,45941561
300,ENSG00000012822,CALCOCO1,12,54104903,54121529
301,ENSG00000012963,UBR7,14,93673401,93695561
302,ENSG00000012983,MAP4K5,14,50885219,51027844
303,ENSG00000013016,EHD3,2,31456880,31492313
304,ENSG00000013275,PSMC4,19,40476912,40487348
305,ENSG00000013288,MAN2B2,4,6576902,6625089
306,ENSG00000013293,SLC7A14,3,170177372,170303863
307,ENSG00000013297,CLDN11,3,170136653,170578169
308,ENSG00000013306,SLC25A39,17,42396993,42402238
309,ENSG00000013364,MVP,16,29831715,29859355
310,ENSG00000013374,NUB1,7,151038785,151075535
311,ENSG00000013375,PGM3,6,83870869,83903655
312,ENSG00000013392,RWDD2A,6,83903098,83908651
313,ENSG00000013441,CLK1,2,201717732,201729422
314,ENSG00000013503,POLR3B,12,106751436,106903976
315,ENSG00000013523,ANGEL1,14,77253588,77292589
316,ENSG00000013561,RNF14,5,141337893,141369856
317,ENSG00000013573,DDX11,12,31226779,31257725
318,ENSG00000013583,HEBP1,12,13127798,13153207
319,ENSG00000013588,GPRC5A,12,13043716,13070871
320,ENSG00000013725,CD6,11,60739115,60787849
321,ENSG00000013810,TACC3,4,1723227,1746898
322,ENSG00000014123,UFL1,6,96969471,97003152
323,ENSG00000014138,POLA2,11,65029233,65073060
324,ENSG00000014164,ZC3H3,8,144519825,144623623
325,ENSG00000014216,CAPN1,11,64948037,64979477
326,ENSG00000014257,ACPP,3,132036211,132087142
327,ENSG00000014641,MDH1,2,63815743,63834331
328,ENSG00000014824,SLC30A9,4,41992489,42092474
329,ENSG00000014914,MTMR11,1,149900543,149908791
330,ENSG00000014919,COX15,10,101471601,101491857
331,ENSG00000015133,CCDC88C,14,91737667,91884188
332,ENSG00000015153,YAF2,12,42550906,42632151
333,ENSG00000015171,ZMYND11,10,180405,300577
334,ENSG00000015413,DPEP1,16,89679716,89704839
335,ENSG00000015475,BID,22,18216906,18257536
336,ENSG00000015479,MATR3,5,138609441,138667360
337,ENSG00000015520,NPC1L1,7,44552134,44580914
338,ENSG00000015532,XYLT2,17,48423453,48440499
339,ENSG00000015568,RGPD5,2,110550335,110615272
340,ENSG00000015592,STMN4,8,27092840,27115937
341,ENSG00000015676,NUDCD3,7,44418720,44530479
342,ENSG00000016082,ISL1,5,50678921,50690564
343,ENSG00000016391,CHDH,3,53846362,53880417
344,ENSG00000016402,IL20RA,6,137321108,137366298
345,ENSG00000016490,CLCA1,1,86934051,86965972
346,ENSG00000016602,CLCA4,1,87012761,87046437
347,ENSG00000016864,GLT8D1,3,52728505,52740048
348,ENSG00000017260,ATP2C1,3,130569439,130735556
349,ENSG00000017373,SRCIN1,17,36686251,36762183
350,ENSG00000017427,IGF1,12,102789645,102874423
351,ENSG00000017797,RALBP1,18,9475007,9538114
352,ENSG00000018189,RUFY3,4,71569921,71673032
353,ENSG00000018236,CNTN1,12,41086244,41466220
354,ENSG00000018280,SLC11A1,2,219246752,219261617
355,ENSG00000018408,WWTR1,3,149235022,149454501
356,ENSG00000018510,AGPS,2,178257372,178408564
357,ENSG00000018607,ZNF806,2,133066882,133076309
358,ENSG00000018625,ATP1A2,1,160085549,160113381
359,ENSG00000018699,TTC27,2,32853099,33046118
360,ENSG00000018869,ZNF582,19,56887413,56904914
361,ENSG00000019102,VSIG2,11,124617368,124622134
362,ENSG00000019144,PHLDB1,11,118477155,118528741
363,ENSG00000019169,MARCO,2,119699742,119752236
364,ENSG00000019186,CYP24A1,20,52769988,52790512
365,ENSG00000019485,PRDM11,11,45115564,45247734
366,ENSG00000019505,SYT13,11,45261852,45307870
367,ENSG00000019549,SNAI2,8,49830249,49834299
368,ENSG00000019582,CD74,5,149781200,149792492
369,ENSG00000019991,HGF,7,81328322,81399754
370,ENSG00000019995,ZRANB1,10,126630692,126676758
371,ENSG00000020129,NCDN,1,36023074,36032875
372,ENSG00000020181,GPR124,8,37641709,37702414
373,ENSG00000020219,CCT8L1P,7,152142562,152144235
374,ENSG00000020256,ZFP64,20,50668202,50820847
375,ENSG00000020426,MNAT1,14,61201460,61436671
376,ENSG00000020577,SAMD4A,14,55033815,55260033
377,ENSG00000020633,RUNX3,1,25226002,25291612
378,ENSG00000020922,MRE11A,11,94152895,94227074
379,ENSG00000021300,PLEKHB1,11,73357223,73373864
380,ENSG00000021355,SERPINB1,6,2832566,2842240
381,ENSG00000021461,CYP3A43,7,99425636,99463718
382,ENSG00000021488,SLC7A9,19,33321415,33360672
383,ENSG00000021574,SPAST,2,32288680,32382706
384,ENSG00000021645,NRXN3,14,78708734,80330762
385,ENSG00000021762,OSBPL5,11,3108346,3187969
386,ENSG00000021776,AQR,15,35147732,35262040
387,ENSG00000021826,CPS1,2,211342406,211543831
388,ENSG00000021852,C8B,1,57394883,57431813
389,ENSG00000022277,RTFDC1,20,55043647,55093943
390,ENSG00000022355,GABRA1,5,161274197,161326975
391,ENSG00000022556,NLRP2,19,55464498,55512510
392,ENSG00000022567,SLC45A4,8,142217265,142318404
393,ENSG00000022840,RNF10,12,120971283,121015397
394,ENSG00000022976,ZNF839,14,102783714,102809044
395,ENSG00000023041,ZDHHC6,10,114190058,114206672
396,ENSG00000023171,GRAMD1B,11,123396344,123498482
397,ENSG00000023191,RNH1,11,494512,507300
398,ENSG00000023228,NDUFS1,2,206979541,207024327
399,ENSG00000023287,RB1CC1,8,53535016,53658403
400,ENSG00000023318,ERP44,9,102741461,102861322
401,ENSG00000023330,ALAS1,3,52232102,52248343
402,ENSG00000023445,BIRC3,11,102188215,102210134
403,ENSG00000023516,AKAP11,13,42846289,42897396
404,ENSG00000023572,GLRX2,1,193065598,193075244
405,ENSG00000023608,SNAPC1,14,62229075,62263146
406,ENSG00000023697,DERA,12,16064106,16190220
407,ENSG00000023734,STRAP,12,16035325,16056412
408,ENSG00000023839,ABCC2,10,101542489,101611949
409,ENSG00000023892,DEF6,6,35265595,35289548
410,ENSG00000023902,PLEKHO1,1,150121373,150136916
411,ENSG00000023909,GCLM,1,94350761,94374966
412,ENSG00000024048,UBR2,6,42531800,42661242
413,ENSG00000024422,EHD2,19,48216600,48246391
414,ENSG00000024526,DEPDC1,1,68939835,68962904
415,ENSG00000024862,CCDC28A,6,139094657,139114456
416,ENSG00000025039,RRAGD,6,90074355,90121989
417,ENSG00000025156,HSF2,6,122720691,122754264
418,ENSG00000025293,PHF20,20,34359896,34538303
419,ENSG00000025423,HSD17B6,12,57145945,57181574
420,ENSG00000025434,NR1H3,11,47269851,47290396
421,ENSG00000025708,TYMP,22,50964181,50968485
422,ENSG00000025770,NCAPH2,22,50946645,50961901
423,ENSG00000025772,TOMM34,20,43570771,43589127
424,ENSG00000025796,SEC63,6,108188960,108279393
425,ENSG00000025800,KPNA6,1,32573639,32642169
426,ENSG00000026025,VIM,10,17270258,17279592
427,ENSG00000026103,FAS,10,90750414,90775542
428,ENSG00000026297,RNASET2,6,167342992,167370679
429,ENSG00000026508,CD44,11,35160417,35253949
430,ENSG00000026559,KCNG1,20,49620193,49639666
431,ENSG00000026652,AGPAT4,6,161551011,161695093
432,ENSG00000026751,SLAMF7,1,160709037,160724611
433,ENSG00000026950,BTN3A1,6,26402465,26415444
434,ENSG00000027001,MIPEP,13,24304328,24463558
435,ENSG00000027075,PRKCH,14,61654277,62017694
436,ENSG00000027644,INSRR,1,156809855,156828810
437,ENSG00000027697,IFNGR1,6,137518621,137540586
438,ENSG00000027847,B4GALT7,5,177027101,177037348
439,ENSG00000027869,SH2D2A,1,156776035,156786654
440,ENSG00000028116,VRK2,2,58134786,58387055
441,ENSG00000028137,TNFRSF1B,1,12227060,12269285
442,ENSG00000028203,VEZT,12,95611522,95696566
443,ENSG00000028277,POU2F2,19,42590263,42700737
444,ENSG00000028310,BRD9,5,850406,892939
445,ENSG00000028528,SNX1,15,64386322,64438289
446,ENSG00000028839,TBPL1,6,134273308,134311570
447,ENSG00000029153,ARNTL2,12,27485787,27576241
448,ENSG00000029363,BCLAF1,6,136578001,136610989
449,ENSG00000029364,SLC39A9,14,69864732,69929105
450,ENSG00000029534,ANK1,8,41510739,41754280
451,ENSG00000029559,IBSP,4,88720733,88733074
452,ENSG00000029639,TFB1M,6,155578643,155635627
453,ENSG00000029725,RABEP1,17,5185558,5289129
454,ENSG00000030066,NUP160,11,47799639,47870107
455,ENSG00000030110,BAK1,6,33540329,33548019
456,ENSG00000030304,MUSK,9,113431051,113563859
457,ENSG00000030419,IKZF2,2,213864429,214017151
458,ENSG00000030582,GRN,17,42422614,42430470
459,ENSG00000031003,FAM13B,5,137273649,137387650
460,ENSG00000031081,ARHGAP31,3,119013220,119139561
461,ENSG00000031544,NR2E3,15,72084977,72110600
462,ENSG00000031691,CENPQ,6,49431091,49460820
463,ENSG00000031698,SARS,1,109756540,109780791
464,ENSG00000031823,RANBP3,19,5916150,5978153
465,ENSG00000032219,ARID4A,14,58765103,58840605
466,ENSG00000032389,TSSC1,2,3192696,3381653
467,ENSG00000032444,PNPLA6,19,7598890,7626650
468,ENSG00000032742,IFT88,13,21140585,21265503
469,ENSG00000033011,ALG1,16,5083703,5137380
470,ENSG00000033030,ZCCHC8,12,122957417,122985518
471,ENSG00000033050,ABCF2,7,150904923,150924316
472,ENSG00000033100,CHPF2,7,150929575,150935908
473,ENSG00000033122,LRRC7,1,70034081,70617628
474,ENSG00000033170,FUT8,14,65877310,66210839
475,ENSG00000033178,UBA6,4,68478370,68566897
476,ENSG00000033327,GAB2,11,77926343,78129394
477,ENSG00000033627,ATP6V0A1,17,40610862,40674629
478,ENSG00000033800,PIAS1,15,68346517,68483096
479,ENSG00000033867,SLC4A7,3,27414214,27525911
480,ENSG00000034053,APBA2,15,29129629,29410518
481,ENSG00000034063,UHRF1,19,4903092,4962165
482,ENSG00000034152,MAP2K3,17,21187984,21218552
483,ENSG00000034239,EFCAB1,8,49623348,49647870
484,ENSG00000034510,TMSB10,2,85132749,85133795
485,ENSG00000034533,ASTE1,3,130732719,130746493
486,ENSG00000034677,RNF19A,8,101269288,101348446
487,ENSG00000034693,PEX3,6,143771944,143811147
488,ENSG00000034713,GABARAPL2,16,75600249,75611779
489,ENSG00000034971,MYOC,1,171604557,171621823
490,ENSG00000035115,SH3YL1,2,217730,266398
491,ENSG00000035141,FAM136A,2,70523107,70529222
492,ENSG00000035403,VCL,10,75757872,75879918
493,ENSG00000035499,DEPDC1B,5,59892739,59996017
494,ENSG00000035664,DAPK2,15,64199235,64364232
495,ENSG00000035681,NSMAF,8,59496063,59572403
496,ENSG00000035687,ADSS,1,244571796,244615436
497,ENSG00000035720,STAP1,4,68424446,68473055
498,ENSG00000035862,TIMP2,17,76849059,76921469
499,ENSG00000035928,RFC1,4,39289076,39367995
500,ENSG00000036054,TBC1D23,3,99979844,100044095
501,ENSG00000036257,CUL3,2,225334867,225450110
502,ENSG00000036448,MYOM2,8,1993155,2113475
503,ENSG00000036530,CYP46A1,14,100150641,100193638
504,ENSG00000036549,ZZZ3,1,78028101,78149104
505,ENSG00000036565,SLC18A1,8,20002366,20040717
506,ENSG00000036672,USP2,11,119225925,119252436
507,ENSG00000036828,CASR,3,121902530,122005342
508,ENSG00000037042,TUBG2,17,40811323,40819024
509,ENSG00000037241,RPL26L1,5,172385732,172396774
510,ENSG00000037280,FLT4,5,180028506,180076624
511,ENSG00000037474,NSUN2,5,6599352,6633404
512,ENSG00000037637,FBXO42,1,16573334,16678949
513,ENSG00000037749,MFAP3,5,153418466,153600038
514,ENSG00000037757,MRI1,19,13875346,13885096
515,ENSG00000037897,METTL1,12,58162254,58166576
516,ENSG00000037965,HOXC8,12,54402832,54407570
517,ENSG00000038002,AGA,4,178351924,178363657
518,ENSG00000038210,PI4K2B,4,25162263,25280714
519,ENSG00000038219,BOD1L1,4,13570362,13629347
